#,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
30,-0.394509205,-1.255587477,-0.265893708,-0.689985049,-0.341933881,-0.719531474,-1.188978186,-0.637916434,0.632726798,1.317355895,0.585767222,-0.475730973,0.517962237,-0.672383479,-0.723706602,0.767637887
31,-0.680720941,-0.68807199,-0.814319778,1.629371226,0.773071545,0.397481007,0.685001864,1.153654408,1.820039395,-0.239222767,0.555785176,0.806492181,-0.796674604,1.289641873,1.038199211,-1.444807423
32,1.080925038,-0.60699835,-1.016940247,1.295184408,-0.21990539,0.960708349,-0.359458218,0.503257015,-0.396277452,-0.875778897,-1.348074725,0.888197929,-0.843458833,0.527791603,-0.6431894,0.268703751
33,-0.129529793,1.419842673,0.655354024,0.811361701,-0.595561724,-0.567039914,-0.759097956,-0.175729276,-1.029510837,-0.249168956,0.480830062,-0.579720107,1.50043105,-0.158395455,-0.548463282,-0.134475349
34,0.010497389,-1.012366554,-0.144321427,-2.31104051,-0.420893492,-0.759188722,-0.063101393,-0.745124796,1.028497664,-1.3482229,-0.838379948,-0.595504172,-0.721819837,-0.708910547,-0.804223803,0.747478932
35,-0.642608919,-0.282703786,-0.844037447,0.671701539,-0.473533233,-0.232313858,0.714777118,-0.356792286,0.395264279,-1.383034563,0.250967712,-0.099698839,-0.127660126,-0.343639869,1.005045069,-0.840038774
36,-0.685073568,1.257695392,-0.195651946,0.681677264,-0.442427932,-0.593005969,-0.138004767,-0.423499711,0.474418452,0.193436478,0.710692412,-0.707849575,-0.885564639,-0.414084929,-0.752124437,0.611405986
37,-0.377417183,-0.444851068,0.166363292,0.861240331,0.629508615,0.095330547,-0.608825971,0.160190257,0.078647586,-0.736532243,0.855605633,-0.304891683,-1.315979548,-0.228840514,-0.373219961,0.303981922
38,0.518905403,0.041590778,0.512168893,-0.106405083,-0.00695371,-0.017503765,0.248143059,0.033922632,-1.266973356,-1.184110773,-0.638499644,0.243836691,-0.768604066,0.073812333,0.943473092,-1.268416567
39,-0.289674602,0.528032623,-1.222262322,1.210390738,-0.353897458,-0.932925236,-0.654419328,-0.809449813,-1.900206741,-1.373088374,-1.223149534,-0.697636356,-0.740533529,-0.789791911,-0.880004698,0.818035274
40,-0.663098112,-0.363777427,-0.21456319,-1.368334411,-1.129137282,-0.191240279,-0.592542629,0.253104171,1.028497664,1.00902402,-1.183173473,-0.17583374,0.812702881,0.274711205,-0.71423399,0.606366247
41,-0.152195299,0.609106264,-1.276294447,0.621822909,-0.540529267,0.507954769,-0.052400911,0.245956947,-0.633739972,-1.159245299,-0.338679187,0.316257695,0.981126106,0.269493053,1.53077503,-0.834999035
42,0.234816899,-1.417734759,2.592405708,0.806373838,-0.451998794,-0.302186151,0.31234595,-0.35202747,0.870189317,0.825019513,-0.923329078,-0.279822874,0.854808687,-0.317549107,-0.71423399,0.752518671
43,-0.718886045,-1.093440195,-1.308713722,0.776446661,1.43585374,-0.226176426,-0.657675997,0.04821708,-0.237969106,0.914535219,-1.193167489,0.102708582,-0.782639335,0.097294019,-0.861059474,0.802916058
44,0.080988707,0.20373806,-0.484723815,1.115621342,-0.248617976,1.247279175,-0.017042797,1.961290732,0.632726798,0.740476902,0.695701389,0.659793225,-0.707784568,1.994092464,0.877164809,-1.323853693
45,-1.682621262,1.500916314,0.39870143,-1.43317663,-0.739124654,0.090137336,-0.117069041,3.352617025,1.820039395,0.989131641,-1.458008892,0.756354563,-0.61421611,2.883787471,-0.733179213,0.656763634
46,-0.157662623,1.744137237,-0.735973197,1.265257231,-0.916185602,1.538098993,0.785028108,2.187619496,-1.425281703,1.382006127,0.800638549,1.552057129,-0.745211952,2.257609167,-0.671607236,0.35437931
47,-0.397906377,-0.525924709,0.520273711,1.190439286,0.741966243,-0.073684866,0.095544882,-0.106639443,-0.07966076,-1.621743112,-1.293107641,-0.173976791,-0.815388295,-0.004459955,-0.718970296,0.944028743
48,0.370863019,-0.60699835,0.020476554,-0.640106419,-0.492674957,0.096274768,-0.526944022,-0.137610747,-1.029510837,-0.293926809,0.915569724,-0.324389645,-0.745211952,-0.351467098,-0.235867089,-0.376382809
49,5.919931076,0.041590778,-0.314522621,0.751507346,0.08875491,-0.534936427,0.609633252,-0.871392422,1.820039395,0.650961196,1.220387189,-0.822980401,-0.969776252,-0.883718656,-0.723706602,0.616445724
50,-0.660921799,1.906284519,0.577007443,-0.071490042,0.081576764,-0.118535325,1.475441811,0.224515274,-1.187819183,1.193028526,0.785647526,-0.108983583,-0.890243062,0.326892731,1.35553171,-1.565761153
51,1.559342394,-0.68807199,1.155151181,0.666713676,0.222746979,0.164730731,-0.079849974,-0.240054293,1.265960183,0.014405066,0.595761237,-0.325318119,-0.787317758,-0.192313446,1.047671823,-1.333933171
52,-0.362501475,-0.282703786,0.50676568,0.556980691,0.330419176,-0.593478079,0.685467102,-0.72844794,0.632726798,0.15365172,-1.278116618,-0.771914309,1.402184168,-0.745437614,0.91031895,-0.799720864
53,-0.354433192,-0.931292913,-1.314116935,0.831313153,0.201212539,-0.90082175,1.743884335,-0.883304462,1.503422702,-1.378061468,-1.298104649,-0.890759033,-0.567431881,-0.855018817,1.346059098,-1.595999586
54,-0.469777796,1.09554811,-0.36585314,-1.223686386,0.201212539,2.524809088,-0.166384306,3.202525319,-1.029510837,0.889669745,0.63074029,2.183419725,-0.64696507,3.402993647,-1.339426375,1.266572023
55,0.445919287,-1.012366554,-0.722465165,-1.333419371,-0.298865001,-0.412187803,0.263495924,-0.468765464,0.553572625,-1.323357426,0.825623587,-0.520297745,-0.127660126,-0.414084929,-0.84211425,0.727319977
56,-0.520310728,0.284811701,0.668862055,-1.443152356,0.217961548,-0.435793308,-0.958685205,-0.330585798,0.078647586,-0.91059056,0.570776199,-0.266824232,-1.292587433,-0.351467098,-0.728442908,0.717240499
57,0.036772391,-0.931292913,-1.035851491,0.866228194,-0.475925949,0.004685409,-0.371554415,0.324576412,-0.712894145,-1.069729593,0.265958734,-0.216686614,-0.862172525,0.277320282,-0.880004698,0.631564941
58,-0.65248195,0.852327187,0.279830755,0.676689402,-0.296472286,-0.471201565,-0.666050287,-0.104257035,0.395264279,-0.045272071,-0.338679187,0.10456553,0.97176926,0.000758198,-0.799487497,0.631564941
59,-1.305375934,-0.444851068,-0.074079664,0.806373838,1.466959041,-0.734638997,-0.396677286,-0.640298843,1.424268529,-1.238814815,-0.993287184,-0.672567547,-0.848137256,-0.674992555,0.346698543,-0.04879979
60,-0.612034371,-0.931292913,-0.660328221,0.831313153,-0.901829309,-0.660517712,-0.078919497,-0.707006268,0.553572625,0.665880481,0.710692412,-0.71527737,-0.679714031,-0.708910547,2.340683347,-1.424648468
61,0.057898554,0.365885341,-0.103797333,-1.064074771,-0.215119959,0.028290914,-0.290137705,0.114924505,1.503422702,0.864804271,0.590764229,0.330184811,-0.815388295,0.105121248,1.005045069,-1.454886901
62,-0.516170425,-1.4988084,-0.011942721,0.706616579,-0.358682889,-0.390470739,-0.196624798,-0.402058039,1.18680601,0.576364775,1.150429082,-0.44973369,1.046624027,-0.445393844,1.113980106,-1.404489513
63,-0.292965612,1.906284519,-0.198353552,-0.530373434,-0.808513404,0.594350916,-1.062898594,0.331723636,-0.792048318,0.695719049,1.240375219,0.950405714,-0.721819837,0.540836984,0.829801749,-0.527574971
64,1.543046584,1.906284519,-0.476618996,0.751507346,-0.822869697,0.350742108,-0.544623079,-0.078050546,-1.425281703,-0.60723178,0.570776199,0.253121435,-0.848137256,-0.046205175,-0.747388131,0.95410822
65,0.680695717,0.609106264,0.142048836,0.970973316,-0.030880865,-0.173300096,-0.407377768,-0.211465396,-0.950356664,0.805127134,-0.993287184,-0.500799782,-0.80603145,-0.200140675,-1.036302794,0.989386392
66,-0.277890661,0.609106264,-0.282103346,-0.096429357,-0.36346832,0.651476238,-0.728392225,0.574729256,-1.583590049,0.58133787,-0.953311123,0.25404991,0.602173849,0.553882366,0.578777534,-0.149594565
67,0.098399213,0.041590778,-1.314116935,-1.408237315,0.129431074,0.035372565,-0.358062503,-0.185258908,-1.029510837,-1.308438142,1.215390181,-0.15262188,-0.768604066,-0.278412963,-1.135765219,1.211134897
68,0.125205023,0.933400828,0.266322724,-0.061514316,-0.731946508,1.126418992,-0.419008726,0.698614473,-0.712894145,-1.303465047,0.800638549,0.847345055,0.531997505,0.861753365,1.440785217,-0.880356684
69,0.103601132,0.20373806,0.952530712,-1.133904852,0.37109534,0.091553667,0.047160094,-0.20670058,-1.10866501,-0.811128665,-1.433023854,-0.139623238,-0.80603145,-0.239276819,1.720227268,-0.729164521
70,0.029181834,1.906284519,-0.17133749,-1.418213041,-0.222298105,0.584436604,-0.751188904,0.534228319,-1.266973356,-0.676855106,0.710692412,0.248479063,-1.147556323,0.441692086,-0.742651825,1.125459338
71,-0.208673283,-0.039482863,1.230796156,0.781434524,-0.03327358,0.941351835,0.563574656,1.11553588,-1.346127529,0.869777366,-0.028864715,0.812991502,-1.1428779,1.20093328,1.289223426,-1.374251081
72,0.588547428,0.771253546,0.898498587,-0.430616175,-0.617096164,-1.019793493,-0.322239151,-1.059602657,1.265960183,-1.392980753,-0.453610362,-0.950181394,-0.908956754,-1.071572147,-0.84211425,0.676922589
73,0.456960096,-0.850219272,-0.576578428,0.512089924,0.428520512,0.871479541,-0.119395233,0.779616347,-0.712894145,1.173136147,0.585767222,0.579944426,-0.717141414,0.804353687,0.815592831,-1.228098657
74,0.672786676,-0.120556504,-0.868351903,0.641774361,0.385451633,-0.19643349,0.153234437,-0.418734895,-0.554585798,-1.258707194,0.305934795,-0.136837815,-0.661000339,-0.296676497,0.810856526,-1.127303882
75,-0.299441471,-0.201630145,-0.336135471,-1.637679011,0.265815858,-0.544378629,-0.184993839,-0.704623859,0.316110106,-1.084648877,-1.557949044,-0.787698373,0.723812845,-0.701083318,1.848107528,-0.991230936
76,0.280041751,0.20373806,4.796916411,0.941046138,-1.150671721,-0.587340648,-0.338987731,-0.7165359,0.316110106,1.247732568,1.095461998,-0.65214111,0.803346035,-0.711519623,-0.790014885,1.064982473
77,-0.096619689,1.906284519,0.217693811,0.851264605,-0.296472286,-0.818674594,-0.412960628,-0.899981318,0.474418452,0.233221236,0.930560747,-0.754273295,1.818563808,-0.86023697,-0.799487497,0.621485463
78,2.086010207,0.690179905,-0.784602109,1.783994978,-0.451998794,-0.736999547,0.623590403,-0.780860917,0.316110106,-1.029944835,-1.35806874,-0.944610548,0.962412414,-0.883718656,0.825065443,-1.424648468
79,0.225156191,-0.60699835,-0.752182834,-1.398261589,-0.274937846,0.492847246,-0.714900313,0.274545843,-1.583590049,-0.895671276,1.125444044,0.437887842,-0.777960912,0.345156265,1.388685851,-1.626238018
80,0.955866645,-1.174513836,-0.228071221,-1.408237315,-0.648201465,-0.455149822,-0.385046327,-0.637916434,0.474418452,0.939400693,0.540794153,-0.659568905,0.223221593,-0.646292716,-0.804223803,0.596286769
81,0.022812137,1.257695392,-0.052466814,-0.625142831,-0.258188838,0.204860089,-0.244079109,0.107777281,-0.633739972,-1.298491952,0.71568942,0.870556915,1.098086679,0.22252968,-1.36784421,1.291770717
82,-0.878340803,1.09554811,0.287935574,-0.959329649,0.11028935,0.297393667,-0.298046757,1.556281366,-0.000506587,-1.323357426,2.009914391,2.310620718,-0.735855106,1.571422109,-0.71423399,0.631564941
83,-0.55836967,0.446958982,-0.51714309,0.666713676,-0.05480802,-0.386693858,-0.166384306,-0.373469143,-0.475431625,-0.746478433,0.161021575,-0.444162843,0.008014138,-0.442784768,1.464466746,-1.248257612
84,-0.696539023,-0.769145631,0.136645623,1.175475697,0.507480124,0.887531284,0.893428642,0.760557082,-1.266973356,-0.855886518,-1.118212374,-0.249183218,0.995161374,-0.106213929,1.256069285,-0.41166098
85,-0.056278272,1.906284519,0.358177336,0.392381213,0.050471462,-0.267250004,0.195571126,-0.492589544,-0.000506587,0.745449997,0.121045514,-0.585290953,0.340182166,-0.497575369,1.374476933,-0.981151459
86,2.606573728,-0.282703786,-0.303716196,1.235330053,0.064827755,-0.271498995,0.866444818,-0.578356234,0.078647586,0.670853576,-0.398643278,-0.585290953,1.065337718,-0.578456733,0.829801749,-1.263376828
87,0.191556037,0.609106264,-0.549562365,0.133012339,0.567298011,-0.418325234,0.029015799,-0.335350614,0.316110106,0.650961196,1.240375219,-0.319747273,0.77995392,-0.4062577,-0.799487497,0.621485463
88,1.938817117,-1.093440195,-0.633312159,1.260269368,5.493899237,-0.016559545,-0.390629187,-0.392528407,-1.662744222,0.805127134,0.63074029,-0.284465246,-0.848137256,-0.278412963,0.592986452,-0.164713781
89,0.370703777,0.609106264,-1.084480403,0.786422387,0.177285384,0.977232202,0.609168014,1.020239558,-1.821052568,-0.990160077,0.710692412,0.708073894,1.168263023,1.06787039,-0.624244177,0.394697219
90,-0.520098405,-0.444851068,-0.136216608,0.142988065,-0.851582283,-0.736527437,0.16067825,-0.776096101,0.078647586,0.78026166,0.63074029,-0.731989909,0.639601233,-0.86023697,1.113980106,-0.840038774
91,1.64543947,-0.60699835,-0.352345109,0.352478309,0.507480124,2.238710372,0.066234866,1.015474742,-0.792048318,1.277571137,0.84061461,1.486135446,1.013875066,1.255723881,0.772966078,-1.167621792
92,-0.625198412,0.284811701,0.42031428,0.20284242,-0.734339223,-0.285662298,-0.475302566,-0.247201517,-0.792048318,-0.821074855,0.700698397,-0.471088601,0.868843956,-0.286240192,1.128189024,-0.426780196
93,0.323408774,-0.931292913,0.779627912,-1.178795619,-0.057200735,-0.203987252,-0.56974595,-0.411587671,-0.158814933,1.168163052,0.625743283,0.037715373,1.720316927,-0.291458344,-0.676343542,0.183028192
94,0.313217258,0.528032623,0.439225524,0.676689402,-0.435249785,4.45196249,-0.855402293,3.871981977,-1.900206741,-0.095003019,0.740674458,3.920595338,1.397505746,3.906545367,-1.187864584,1.23633359
95,0.564395659,0.365885341,0.363580549,-1.647654737,0.215568832,-0.049135141,-1.071272885,-0.17096446,-0.792048318,0.725557618,0.415868963,0.124063493,0.957733991,-0.129695616,0.588250146,-1.081946234
96,-0.638680939,0.609106264,-0.276700133,0.626810772,0.270601289,-0.829061016,-0.635809795,-0.709388676,1.424268529,-1.407900037,-1.448014877,-0.468303178,1.823242231,-0.693256089,-0.71423399,0.666843112
97,0.662064352,1.906284519,-0.573876821,1.195427149,1.629663696,-0.593478079,-0.220351953,-0.690329411,0.316110106,0.954319977,-1.4630059,-0.630786199,1.402184168,-0.690647013,-0.633716789,0.550929121
98,-1.158925974,-0.931292913,-0.047063602,-1.1139534,-0.782193533,-0.758244502,-0.325495819,-0.742742388,1.107651837,-1.293518857,-1.502981961,-0.755201769,0.798667612,-0.735001309,1.436048911,-0.945873287
99,-0.299441471,-1.985250245,-0.12811179,1.260269368,-0.641023319,-0.601976061,0.583114667,-0.568826601,0.711880971,-1.323357426,-1.248134572,-0.604788916,2.515648823,-0.674992555,1.113980106,-1.404489513
100,-1.197781128,1.906284519,-0.665731434,1.165499971,-0.887473016,-0.939062667,0.23092924,-0.668887739,1.18680601,0.650961196,-1.218152527,-0.78491295,0.999839797,-0.70630147,-1.363107905,1.201055419
101,0.637434856,-0.769145631,0.539184955,0.52206565,0.328026461,-0.398968721,-0.463671607,-0.416352487,0.474418452,0.576364775,-1.258128588,-0.310462529,-0.848137256,-0.377557861,-0.662134624,0.500531733
102,-0.442441178,-1.012366554,0.341967699,0.756495209,0.191641677,0.696798806,-0.63720551,0.779616347,-1.425281703,0.670853576,0.595761237,0.473169869,-0.908956754,0.692163408,-1.159446749,1.185936203
103,-0.376674052,0.852327187,-0.608997703,-1.408237315,0.402200642,-0.14308505,0.284896888,0.131601361,-1.266973356,0.834965703,0.705695404,0.576230528,1.369435208,0.154693697,-0.794751191,0.807955797
104,-0.914276513,-1.255587477,-0.19295034,-0.689985049,0.804176846,-0.692149089,-0.617200261,-0.611709946,0.632726798,1.287517327,0.705695404,-0.372670314,1.093408256,-0.651510869,-0.813696415,0.671882851
105,-0.700785488,-1.660955681,-0.276700133,1.250293642,1.20136762,1.096203946,-0.382720136,1.434778556,-1.900206741,-0.681828201,0.63074029,0.73035728,0.985804529,0.814789992,-0.709497684,1.080101689
106,0.135608862,1.581989955,-0.122708577,-1.423200904,-0.050022589,-1.049064319,0.466339842,-1.097721185,0.316110106,0.829992608,0.490824077,-1.009603756,0.948377145,-1.095053834,-1.429416188,1.23633359
107,-0.543241639,-0.931292913,0.344669305,1.335087312,-0.968825343,-0.220038995,0.838995756,-0.023255161,0.553572625,-1.179137678,-1.093227336,-0.054203593,0.995161374,-0.048814251,-0.771069661,0.767637887
108,-0.369508142,-1.660955681,-0.30101459,0.74153162,-0.310828579,-0.011366334,1.153496876,-0.120933891,-1.504435876,-0.174572535,0.725683435,-0.150764931,-0.890243062,-0.194922522,-0.894213616,1.11537986
109,-0.174913887,0.122664419,-0.725166772,0.936058275,-0.17205108,0.20910908,-0.492981623,0.07204116,0.632726798,-1.000106266,0.830620595,-0.061631388,0.63492281,0.060766952,1.142397942,-1.132343621
110,-0.089029133,-1.985250245,0.152855261,0.671701539,0.356739047,1.899263215,-0.953567584,2.614070534,-0.633739972,0.621122628,0.815629572,1.692256764,1.027910335,2.787251649,-0.856323168,0.621485463
111,-0.679659325,-0.525924709,-0.522546303,-1.193759208,0.32324103,0.255847979,0.616611827,0.238809723,-0.633739972,1.138324484,-1.577937075,0.789779642,-0.773282489,0.313847349,0.844010667,-0.547733926
112,-0.858966307,-0.60699835,-0.892666359,-0.106405083,0.27538672,0.134043575,-0.44599255,0.49610979,-1.900206741,-1.169191488,1.310333326,0.163059418,0.639601233,0.347765341,0.905582645,-0.65356844
113,-0.573019974,-1.579882041,3.127323746,0.661725813,-0.399359053,-0.719531474,-0.705595546,-0.723683124,0.316110106,0.844911892,1.994923369,-0.489658089,1.972951765,-0.714128699,-0.752124437,0.742439193
114,-0.442441178,0.852327187,-0.349643502,0.641774361,-0.193585519,-0.265361564,0.277918313,-0.368704326,0.395264279,0.725557618,1.145432074,-0.147979508,0.793989189,-0.312330954,-0.794751191,0.631564941
115,-0.021563422,-0.120556504,0.336564486,-1.512982437,2.165631969,-0.407466702,5.432759165,-0.49735436,-0.792048318,-1.457630985,0.730680442,-0.505442154,1.603356354,-0.42713031,1.189761001,-1.535522721
116,-0.797180242,-1.4988084,-1.241173566,-0.05153859,-0.193585519,-0.237507069,0.49797605,-0.104257035,1.265960183,0.626095723,0.600758244,-0.010565296,0.625565964,-0.124477463,1.1092438,-1.409529252
117,-0.436549208,0.20373806,0.909305012,0.671701539,0.033722454,-0.381028537,-0.067288538,-0.23052466,-0.317123279,1.282544232,0.001117331,-0.069987658,-1.049309441,-0.119259311,-0.813696415,0.848273707
118,-0.361333697,-0.120556504,-0.568473609,0.601871457,-0.569241854,-0.693565419,-0.125443331,-0.47353028,-0.07966076,-1.3482229,0.740674458,-0.69206551,-1.301944279,-0.541929666,-1.206809808,1.140578554
119,-0.667822304,-0.68807199,-0.889964753,1.275232956,-0.394573622,0.414949081,-0.397142524,0.298369923,-0.000506587,-0.199438009,0.520806123,0.337612606,-0.338189158,0.303411044,0.569304922,-0.104236917
120,0.679846424,0.852327187,0.758015062,0.96099759,-0.174443795,0.032067795,0.537521309,-0.147140379,0.474418452,-1.074702688,0.680710366,0.074854349,-0.64696507,-0.040987023,0.943473092,-1.480085595
121,2.816296015,-0.120556504,3.089501259,0.60685932,0.344775469,-1.0013812,-0.34782726,-1.085809145,-0.317123279,-1.293518857,-1.193167489,-1.080167811,-0.057483782,-1.082008452,1.014517681,-1.117224405
122,1.458648094,0.771253546,-0.590086459,0.82632529,-0.181621942,-0.273387436,-0.238961487,-0.63076921,-0.950356664,2.028508447,-1.313095671,-0.653998059,-0.745211952,-0.612374725,-1.022093876,0.979306914
123,0.975718869,-0.68807199,-0.925085634,0.611847183,-0.461569656,-0.170467435,0.244421152,-0.325820982,-1.583590049,0.645988102,-1.188170481,-0.671639073,-1.344050085,-0.669774403,1.781799245,-0.300786728
124,0.169845985,-1.579882041,-0.752182834,0.881191783,0.052864178,0.25868064,-0.184528601,0.70337929,-1.504435876,1.247732568,-1.413035824,0.111064851,-0.87152937,0.775653848,0.796647608,-1.197860225
125,0.018300268,-0.039482863,0.350072517,0.82632529,-0.729553792,-0.531631657,-0.72699651,-0.554532153,0.791035144,-1.179137678,-1.268122603,-0.666068226,1.238439366,-0.604547496,-0.548463282,-0.084077962
126,-0.600940481,0.609106264,-0.449602934,0.74153162,-1.117173704,-0.710089272,0.114619654,-0.74035998,-1.029510837,-1.12940673,1.105456013,-1.021673924,-0.679714031,-0.784573758,0.80612022,-1.197860225
127,-0.310800765,1.338769032,1.495553569,-1.218698523,-1.059748532,-0.281413307,-0.806552267,-0.299614493,-0.317123279,-1.373088374,0.780650519,-0.491515038,2.319155061,-0.453221073,1.15660686,-1.046668062
128,0.129876134,-1.336661118,-0.090289302,-0.001659961,0.981237794,-0.199738261,-0.477163519,-0.311526534,-0.712894145,1.272598042,1.315330333,0.32368549,-0.913635177,-0.278412963,-1.377316822,1.251452807
129,0.711270265,0.690179905,-0.838634234,-0.85957239,-0.55488556,-0.377251656,1.848562962,-0.47353028,1.028497664,1.272598042,-1.23314355,-0.483158768,-0.689070877,-0.505402598,-0.808960109,0.616445724
